SigC,SigH,EpsC,EpsH,density
0.2775630094110966,0.2953377459701151,1.0016007546847685,0.066948902234435,529.518
0.3086125051602721,0.1543908272497356,0.3212428631115704,0.0204363836720585,732.206
0.1207574633881449,0.1831150304945186,0.9051199397532268,0.0870582588389516,678.224
0.1355423722416162,0.0896904332032427,0.4809248911898582,0.079588255546987,646.936
0.2470990817993879,0.2656120236348361,0.8828478457635268,0.1329682007059455,619.723
0.2208826305344701,0.0754881226532161,1.104962875086069,0.1147276116535067,695.876
0.0564460076391696,0.1344889009585604,0.7139973010860383,0.1052623403444886,654.895
0.318724749982357,0.2378741032313555,0.5575578851627185,0.0471948951855301,766.164
0.3140542666427791,0.0676740782894194,0.2030196222515776,0.0653504321724176,707.996
0.051888262014836,0.3055556037025526,1.0371974195487796,0.132206939831376,429.254
0.1871199493296444,0.1432404727255925,0.599299080180563,0.0346742068231105,659.613
0.225551098305732,0.2467214849349111,0.7509211929097771,0.0878195194900035,655.44
0.2517669594846666,0.1636454011835157,0.9904249118229372,0.0998135790228843,748.113
0.140103296842426,0.1925237334566191,0.4036635758753866,0.0376445713639259,661.873
0.1161991634406149,0.081381717971526,0.8283250915659591,0.1201763727515936,646.875
0.3039425761438906,0.2573907870408147,0.4292865138147026,0.0623435600847005,671.555
0.2822680759243667,0.1253874037079513,0.8631882504602894,0.0493320395424962,777.239
0.0956861714832484,0.2310470510693267,0.5257650004502386,0.103180512972176,669.588
0.1465445754118263,0.0513894103458151,0.9634377099407836,0.050648704431951,650.678
0.2593881909735501,0.2871172945033759,0.3150610462520271,0.1168020656332373,508.549
0.2132413609884679,0.097668228726834,0.5723739196749404,0.1345664490386843,671.435
0.1759921765886247,0.2758309390516952,0.6623882404096424,0.0779054756090045,521.111
0.0864624709822237,0.1814961473634466,0.2374710106128826,0.0854382157698273,674.031
0.3497925498522818,0.2081958444844931,1.1332565999045967,0.022097354568541,928.911
0.3318670340813696,0.1663624671166763,0.4982436887497082,0.1218645956739783,810.835
0.0690852523781359,0.2057340697553009,0.8963205021396279,0.0606333097442984,671.102
0.1681719190441072,0.1118607203550636,0.3347007583113387,0.0981619282439351,649.88
0.2048018529079854,0.2771015861975029,0.9224238549478352,0.0393913795426487,534.894
0.272628388274461,0.0575838550990447,0.6966448956383392,0.0292360431328415,740.414
0.1592321124859154,0.2974523947741836,0.544059138283506,0.0932798290625214,428.008
0.0988167474977672,0.1182517703361809,1.091479363121651,0.0707521386072039,649.811
0.2860222655348479,0.2195208232151344,0.2582652067776769,0.1267101873084903,727.663
0.303010553214699,0.0961071727117523,1.0645495093001052,0.083464262932539,843.054
0.1146409519948065,0.2591943972986191,0.169725666007772,0.0239905677735805,588.005
0.1293543352745473,0.147978277798742,0.731089695729874,0.1365182510763407,666.869
0.2415686554275453,0.1895285155894234,0.6401136253233999,0.0759901259094476,717.223
0.2311730888672173,0.1366378024658188,0.3695686252111568,0.0563725980371236,673.124
0.1933631931431591,0.2357282201927155,1.0189089151635766,0.1111587931960821,678.214
0.0673222559504211,0.0733350799046456,0.4712630604477599,0.0436301818490028,648.362
0.328942538332194,0.315357260835357,0.8077226805217563,0.1088458070158958,502.001
0.3294811714440584,0.1370624487772584,0.5107575140869245,0.0812190931662917,799.652
0.0672227915376424,0.2361694645220414,0.8472218935798853,0.0263159608468413,638.442
0.1931716015562415,0.0739607528699562,0.299079840057902,0.1387855153158307,654.036
0.2315108759328722,0.3159995308015496,0.9484154881078748,0.0736868130043149,342.225
0.241028019040823,0.096548416532576,0.67835442101527,0.0539302680268883,695.343
0.129455229640007,0.2596190441185608,0.5873811122469603,0.1135209003463387,595.301
0.1148351179435849,0.1486205482734367,1.1482791155287997,0.0460504178330302,654.104
0.3026696184650063,0.1901541880462318,0.2534523930817842,0.106461620144546,740.154
0.2856825467199087,0.0582922862768173,1.0520337963538244,0.1234575380384922,805.13
0.0990096975117921,0.29814409877453,0.2188224016480147,0.0590619964897632,396.677
0.159334079734981,0.1186259422181174,0.7667087410638108,0.0965324718505144,654.496
0.2720866790041327,0.2198782669026404,0.6141201045542954,0.0409261930733919,734.387
0.205138424038887,0.1670541706085205,0.3878609727537259,0.0304556005448102,665.197
0.167981543391943,0.2064425014415756,0.9755888288091868,0.0920386420935392,691.812
0.0689847150817513,0.1122181645510718,0.414465195649676,0.0695690947771072,648.036
0.3324067400768399,0.2774757575709373,0.8125373671371489,0.1279878735542297,673.168
0.3496009605005383,0.0969597955150529,0.1847272196231409,0.047848616912961,726.233
0.0868002602830529,0.2751392330173403,1.0805175683338195,0.1046269709616899,530.066
0.1765308074653148,0.1811219734475017,0.6560968898927793,0.0521542210876941,672.335
0.2131418943405151,0.2078383987629786,0.7461065687250346,0.1153776873648166,717.678
0.2595823546871543,0.1246956981820985,1.0029406798550855,0.1332373714447021,752.409
0.1462036384269595,0.2303386173490434,0.3545667778044938,0.0792715173959732,663.669
0.0951455373317003,0.0510319641157984,0.7927061013178899,0.0867451988905668,645.169
0.2823689725250005,0.286743121095933,0.4552799721531569,0.0207092326134443,569.648
0.3040445456281304,0.1632207528380677,0.8814787801692262,0.0674707471206784,828.369
0.1156574564054608,0.1920824870932847,0.4824429640561342,0.1299910669401288,697.245
0.1397635757923126,0.080756042972207,0.9066380126195028,0.0325173782929778,649.237
0.2519599072635173,0.2567485150406137,0.3198737975172698,0.0899988931044936,620.489
0.2254505587741732,0.0672328324345871,0.5598600392518565,0.102380764298141,673.057
0.0522248353809118,0.1425982002168894,0.2730918737804517,0.1176457015052438,659.321
0.313863893225789,0.2460958104440942,1.107265029175207,0.0648516866937279,812.727
0.3186050622723996,0.0761127623422071,0.753252021029219,0.0223811174184083,826.34
0.0570054373703897,0.3138484244290739,0.5968154842605814,0.0851360697299242,328.756
0.1828815774060785,0.1349145968183875,1.034713823628798,0.0776070077717304,670.427
0.2207074367441237,0.2383163971090689,0.2053504503710195,0.1348538900911808,673.122
0.2472161951474845,0.1550320644481107,0.4279480025149881,0.1174703776836395,699.66
0.1349860901944339,0.1837396696750075,0.8298755989911034,0.0500279253721237,666.579
0.1204375040717423,0.0901327265724539,0.4052140833005309,0.1025560878962278,647.506
0.3087862689979374,0.2660377200031653,0.9890864005232228,0.0499967055767774,731.349
0.2777357003651559,0.11650934890192,0.3164287053205072,0.0627592324092984,698.726
0.0905505805276334,0.2219981390405446,0.9619182158591224,0.1197717611864209,687.403
0.1508011483587324,0.0604047383517026,0.5242455063685774,0.0372436058148741,650.469
0.2642136470414698,0.2960284166941419,0.8645559095287695,0.1002328973636031,496.617
0.2177737767808139,0.1058378988830372,1.1309568071629852,0.0883267722651362,694.331
0.1811277273111045,0.2838548760581761,0.2399837469568476,0.0341267434880137,479.977
0.0822058578021824,0.1734386263340711,0.6649009767536074,0.1316557982936501,681.795
0.3449671340174973,0.2000592417130247,0.5700741269333287,0.0658540067449212,831.778
0.3369670432992279,0.1747095297649503,0.9201217045310884,0.1085437327250838,903.651
0.0736532141454517,0.2142519896263257,0.3372111516697332,0.0439140164479613,663.209
0.1633110913448035,0.1033763804389164,0.8988308954980223,0.1114462773874402,654.632
0.2005806471221148,0.2687214520964772,0.4959415383329614,0.0560741733387112,560.048
0.2675283477641642,0.0488787667825818,0.2596342686995864,0.0753694185987114,680.865
0.154664182011038,0.2888930396074429,1.089961286582984,0.137186634875834,496.066
0.1036776064895093,0.1268447054577991,0.542541061744839,0.0246552769467234,648.673
0.29024344002828,0.2281928400788456,0.6980139575602486,0.0828398809954524,764.06
0.2978555073030293,0.0871372361481189,0.6387736964806914,0.1263055039942264,773.614
0.1101280313916504,0.2503703240612522,0.732638800301589,0.0711677391827106,613.858
0.1341603363864124,0.1568354021487757,0.1712747705794871,0.0936991042643785,664.585
0.245844683330506,0.1984648518580943,1.0632095804573969,0.0288350344449281,736.289
0.2363280945457518,0.1447159813940525,0.8100558516267686,0.0388438444584608,704.959
0.1978761539794504,0.2439771261671558,0.4687818222029134,0.0986691092699766,648.4
0.0625162950716912,0.0651192250428721,1.01642767691873,0.0611368411779403,647.003
0.324666470196098,0.3072454816121608,0.3719017963161691,0.1213134109973907,476.234
0.3219879511743784,0.0910828015198931,0.9723054127158596,0.071939216479659,864.538
0.0603608202189207,0.2648174260091037,0.3855411976136267,0.125551476702094,580.349
0.1956485813483596,0.1540856934301555,0.8234546543801202,0.0280801001191139,668.333
0.2334287045523524,0.1849552061231806,0.4244188382670283,0.0944659981131553,704.078
0.2438334174454212,0.1315968988528475,0.2156076188733801,0.096973920315504,668.796
0.1316305950284004,0.2413680416774005,1.049780774268135,0.040549160093069,635.29
0.1076703878119587,0.0794257027618587,0.6251041448516771,0.123021468296647,647.571
0.2960651123896241,0.3108004837902263,0.7767310169998556,0.0594480703026056,463.794
0.2931301604956388,0.1698538711881265,0.5903561594894156,0.0429136568680405,765.063
0.1059178296476602,0.2028436989244074,0.6803658383216709,0.1095339656248688,692.166
0.1568300185725092,0.1094190680719912,0.2427080993337556,0.0570616502687335,649.065
0.2701964860782027,0.2810750340120867,1.1384984480444342,0.1104395140334963,588.763
0.2023791328072547,0.061091791591607,0.8502636865319684,0.1372357061132788,668.682
0.1657606609165668,0.2945452311690897,0.5128375573672355,0.0753028973564505,428.233
0.0761771703138947,0.1158269108273089,0.9377398203337564,0.082774281091988,649.569
0.3389841111376881,0.2234777386086061,0.2893659182831645,0.0247089173272252,748.64
0.3427395703271031,0.1298941766880452,0.7087450187647715,0.1208938277885317,850.487
0.0793064767494797,0.2248730989517644,0.5561563822552562,0.0616563315317034,660.175
0.1784492172300815,0.0458328855773434,1.1177611298741772,0.0991235971823334,663.145
0.21561831086874,0.2922081696372479,0.2845497351683676,0.0383629209175706,431.67
0.2617559945210814,0.1021582089327275,0.4796493678255006,0.0339576818421483,700.801
0.1490107445046305,0.269673519355245,0.8777215393129736,0.0885076780989766,549.471
0.0885393057018518,0.1759230901738628,0.3303163143565878,0.0660394844040274,666.063
0.2752059500664472,0.2133035123925656,0.9180441704120488,0.1314876606687903,792.199
0.3109521145001053,0.0636338661797344,0.3571206531925127,0.0842502078413963,741.711
0.1378728196024894,0.1461976403957233,0.4450771871736272,0.1357233216613531,665.177
0.2494564272463321,0.2432968777026981,0.7815415666665881,0.0767202361673116,685.038
0.2232313839718699,0.1596219818480312,1.0830178525174037,0.0518357823044061,703.462
0.184898636303842,0.1948820890234783,0.1881911300703883,0.1156433550268411,695.098
0.0588039141148328,0.0843554180627688,0.7358520728053525,0.0481760965287685,648.324
0.3210546229034662,0.2539493870344013,0.6448787640370428,0.1043666820228099,732.04
0.3163844211958349,0.1519658457003533,0.2292403878323733,0.1293361450359225,732.607
0.0542453146539628,0.1870718238474801,1.1211751977102828,0.068106497041881,670.278
0.1894592613913118,0.0931985080083832,0.573048228535056,0.0906373846903443,658.531
0.2278989889658987,0.2627049983423203,0.6669133323559537,0.0318688744679093,609.995
0.2541245865635574,0.0730466086827218,0.9512416097890584,0.0367498578503728,732.034
0.1424328903667628,0.3171807738663629,0.3067157291864976,0.1007920058444142,339.717
0.1185476419515907,0.1379801829895005,0.8675986444491892,0.0632620212063193,650.003
0.3062813227064907,0.2349836103599518,0.526324615025334,0.1192180314287543,754.347
0.279910162743181,0.1115701663084328,0.8407919479381293,0.1059795233607292,770.717
0.0933562918566167,0.2789230164038017,0.4379025907730683,0.0465079095959663,497.394
0.1441958107985556,0.1677069304650649,0.9858039263982324,0.1140379013866186,677.013
0.257049158308655,0.2049915427472442,0.4028933735368773,0.0535113426297903,706.953
0.2109109203331172,0.1222414210624992,0.6078004591815174,0.078871973529458,672.536
0.173634837847203,0.2170662142978981,0.7632733549969271,0.1336560872942209,705.419
0.0841228728182613,0.0546731075709685,0.202134721955657,0.0211251924932003,648.389
0.3474443730898201,0.3009609129931778,1.0324617398390543,0.0863392512500286,674.162
0.3342063573189079,0.0522110846927389,0.4585799718469381,0.057823826894164,790.648
0.0714331542141735,0.28582698459737,0.7988903750071301,0.1246782531589269,496.669
0.1705020803026855,0.1235118200592696,0.3744547260634601,0.0421514800190925,653.839
0.2071589122526347,0.2312584577770903,1.0199442366020754,0.0952952262759208,690.308
0.274976855609566,0.1780417825868353,0.7223833660859614,0.0923255197703838,765.498
0.1615708478726446,0.2111857393514365,0.6275565162656829,0.0301585935056209,665.189
0.1011743678711354,0.1000436903052032,1.0657108066093175,0.1276844672113657,651.165
0.2883518523536622,0.271787134882994,0.17473774640318,0.0698532209545374,562.269
0.1123019305057823,0.2497092969771475,0.2710930757282301,0.0806960094347596,619.822
0.1269964287988841,0.0700516226924955,0.6952730068933218,0.0731701428815722,647.238
0.2392387825064361,0.3015138823585584,0.5388364701246842,0.1393214656040072,466.146
0.2377906874753534,0.1722788234986365,1.1126724994027986,0.0690970299020409,730.975
0.1261007749475538,0.2011530552105978,0.2833128187343478,0.1284516850486397,698.834
0.1114423244260251,0.1068776565706357,0.7062896763863041,0.0309221653267741,645.905
0.2991776547394693,0.2828826250787825,0.5498493258394301,0.0915656827017665,569.692
0.2868679185397922,0.1337540291957557,0.7407293130958452,0.1383198441565037,774.997
0.1003145528025925,0.2394094458194449,0.6459061558648944,0.0741607375442981,643.522
0.1606749827973544,0.0771517552426084,1.085744988566823,0.0816902501136064,653.097
0.2086412333883345,0.0889597921781241,0.4462474717421457,0.0455795186012983,660.114
0.1713635102845728,0.2671433958383277,0.786561685008183,0.1069261252135038,570.683
0.0723317763768136,0.1560584302237257,0.3638104609062895,0.0543956810235977,654.879
0.3356514840386808,0.1827790206801146,1.009296275183186,0.1130472326278686,924.577
0.3459985970519483,0.1579958416288718,0.6204902737667783,0.0329913032799959,836.228
0.0832248977385461,0.1973716750051826,0.7759669943775981,0.0895332223922014,684.132
0.172772912774235,0.0860983754582703,0.2126624749941751,0.0670059843361377,648.417
0.2094290965236723,0.2513434720383957,1.042985781926289,0.1304622234404087,647.989
0.2584965380840003,0.0662922916477546,0.8225627517523243,0.1181102061271667,730.039
0.1450921799056232,0.3061399379875511,0.4196771018661558,0.0643807870149612,340.385
0.0942154687829315,0.1436894874759018,0.9654126686656846,0.1019070970267057,659.274
0.2813947369344532,0.2449376470195129,0.3824982873365282,0.0356383579224348,681.838
0.307765971776098,0.1045486822566017,0.9384202887119724,0.0526269804313778,836.367
0.1194067417643964,0.2676151436846703,0.293898115388304,0.1149113230779767,567.431
0.1433291845954954,0.1736822710596025,0.8574282683217898,0.0473850059136748,661.07
0.2555720434524119,0.2152117456914857,0.5161504104301333,0.1050988357886672,727.08
0.2264173830859362,0.1280043801506981,0.2471124458124861,0.087209009937942,665.544
0.1885971161536872,0.2270988984387368,1.1390510804858058,0.0202371672913432,668.249
0.0533471216447651,0.047839141305536,0.5935712314648554,0.1327644124999642,647.643
