SigC,SigH,EpsC,EpsH,density
0.1373046875,0.162353515625,0.956640625,0.0463671875,659.419
0.2873046875,0.3148535156249999,0.4566406249999999,0.1163671874999999,416.368
0.2123046874999999,0.0861035156249999,0.7066406249999999,0.0113671875,673.574
0.0623046875,0.2386035156249999,0.206640625,0.0813671875,649.139
0.0669921875,0.176650390625,0.4722656249999999,0.1448046875,690.365
0.2919921875,0.100400390625,0.2222656249999999,0.1098046874999999,696.433
0.1419921875,0.2529003906249999,0.7222656249999999,0.0398046875,606.755
0.1794921875,0.0622753906249999,1.097265625,0.0223046874999999,660.29
0.3294921875,0.214775390625,0.5972656249999999,0.0923046874999999,820.339
0.2544921875,0.138525390625,0.8472656249999999,0.0573046875,730.033
0.1044921875,0.291025390625,0.3472656249999999,0.1273046874999999,477.315
0.1232421875,0.119462890625,0.7847656249999999,0.0835546874999999,651.711
0.2732421875,0.271962890625,0.2847656249999999,0.0135546874999999,615.254
0.3482421874999999,0.1957128906249999,1.034765625,0.1185546874999999,924.96
0.1607421875,0.157587890625,0.159765625,0.0660546874999999,661.028
0.3107421875,0.310087890625,0.6597656249999999,0.1360546875,487.73
0.2357421874999999,0.0813378906249999,0.4097656249999999,0.0310546874999999,674.061
0.0857421875,0.233837890625,0.909765625,0.1010546874999999,664.461
0.0763671875,0.071806640625,0.3160156249999999,0.0616796875,645.333
0.2263671875,0.224306640625,0.8160156249999999,0.1316796874999999,718.033
0.3013671874999999,0.148056640625,0.5660156249999999,0.0266796875,768.941
0.1513671875,0.300556640625,1.066015625,0.0966796874999999,419.236
0.1888671874999999,0.1861816406249999,0.6910156249999999,0.1141796874999999,697.574
0.2638671875,0.109931640625,0.941015625,0.1491796875,749.997
0.1138671875,0.262431640625,0.4410156249999999,0.0791796874999999,578.736
0.0951171875,0.128994140625,1.003515625,0.0354296874999999,649.573
0.2451171875,0.281494140625,0.5035156249999999,0.1054296874999999,530.662
0.3201171874999999,0.052744140625,0.7535156249999999,0.0704296874999999,829.752
0.1701171875,0.205244140625,0.2535156249999999,0.1404296874999999,707.438
0.1326171875,0.090869140625,0.6285156249999999,0.1229296874999999,647.837
0.2826171875,0.2433691406249999,1.128515625,0.0529296874999999,767.384
0.2076171875,0.167119140625,0.3785156249999999,0.0879296874999999,681.826
0.0552734375,0.136142578125,0.3550781249999999,0.1043359374999999,656.557
0.2052734375,0.288642578125,0.8550781249999999,0.0343359375,481.451
0.2802734375,0.059892578125,0.6050781249999999,0.1393359375,739.747
0.1302734375,0.212392578125,1.105078125,0.0693359374999999,677.741
0.1677734375,0.098017578125,0.7300781249999999,0.0518359375,654.625
0.3177734375,0.250517578125,0.2300781249999999,0.1218359374999999,674.081
0.2427734375,0.174267578125,0.980078125,0.0168359375,722.949
0.1115234375,0.078955078125,0.917578125,0.1305859375,649.256
0.2615234375,0.231455078125,0.4175781249999999,0.0605859375,692.871
0.3365234374999999,0.155205078125,0.6675781249999999,0.0955859374999999,841.969
0.1490234375,0.1933300781249999,0.5425781249999999,0.0430859375,664.254
0.2240234374999999,0.117080078125,0.2925781249999999,0.0780859375,664.557
0.0740234375,0.269580078125,0.7925781249999999,0.1480859375,570.139
0.0833984375,0.107548828125,0.4488281249999999,0.0124609375,643.378
0.2333984375,0.260048828125,0.948828125,0.0824609374999999,622.89
0.3083984374999999,0.1837988281249999,0.198828125,0.0474609375,713.583
0.1583984375,0.336298828125,0.6988281249999999,0.1174609374999999,318.539
0.1958984375,0.145673828125,1.073828125,0.1349609375,683.735
0.3458984375,0.298173828125,0.5738281249999999,0.0649609375,578.293
0.2708984375,0.069423828125,0.8238281249999999,0.0999609374999999,749.156
0.1208984375,0.221923828125,0.3238281249999999,0.0299609375,650.994
0.1021484375,0.164736328125,0.8863281249999999,0.0737109374999999,663.133
0.3271484375,0.088486328125,1.136328125,0.0387109375,920.134
0.1771484374999999,0.2409863281249999,0.6363281249999999,0.1087109374999999,657.505
0.1396484375,0.050361328125,0.2613281249999999,0.0912109374999999,647.312
0.2896484374999999,0.202861328125,0.7613281249999999,0.0212109375,779.266
0.2146484375,0.1266113281249999,0.5113281249999999,0.1262109374999999,672.179
0.0646484375,0.279111328125,1.011328125,0.0562109374999999,496.392
0.0599609375,0.0551269531249999,0.6519531249999999,0.0277734374999999,644.918
0.2099609375,0.207626953125,0.151953125,0.0977734374999999,691.108
0.2849609375,0.131376953125,0.901953125,0.0627734374999999,787.555
0.1349609375,0.283876953125,0.4019531249999999,0.1327734374999999,510.531
0.1724609375,0.169501953125,0.2769531249999999,0.1152734374999999,676.694
0.3224609375,0.3220019531249999,0.7769531249999999,0.0452734375,473.734
0.2474609374999999,0.093251953125,0.5269531249999999,0.0802734374999999,689.577
0.0974609375,0.2457519531249999,1.026953125,0.0102734375,629.832
0.1162109375,0.150439453125,0.5894531249999999,0.0540234375,652.291
0.2662109375,0.302939453125,1.089453125,0.1240234374999999,491.022
0.3412109375,0.074189453125,0.3394531249999999,0.0190234374999999,767.094
0.1912109375,0.226689453125,0.8394531249999999,0.0890234374999999,680.885
0.1537109375,0.1123144531249999,0.964453125,0.1065234374999999,655.614
0.3037109375,0.264814453125,0.4644531249999999,0.0365234375,663.417
0.2287109375,0.1885644531249999,0.7144531249999999,0.1415234375,731.276
0.0693359375,0.1790332031249999,1.120703125,0.0846484374999999,674.208
0.2943359375,0.102783203125,0.8707031249999999,0.1196484374999999,802.674
0.1443359375,0.2552832031249999,0.3707031249999999,0.0496484374999999,596.404
0.1818359375,0.064658203125,0.4957031249999999,0.0671484374999999,652.581
0.3318359374999999,0.217158203125,0.995703125,0.1371484375,884.975
0.2568359375,0.140908203125,0.2457031249999999,0.0321484374999999,676.964
0.1068359375,0.293408203125,0.7457031249999999,0.1021484374999999,449.492
0.0880859375,0.0837207031249999,0.183203125,0.1458984375,645.961
0.2380859375,0.236220703125,0.6832031249999999,0.0758984374999999,686.294
0.3130859374999999,0.159970703125,0.4332031249999999,0.1108984374999999,772.953
0.1255859375,0.121845703125,0.8082031249999999,0.0233984375,650.981
0.2755859375,0.274345703125,0.3082031249999999,0.0933984374999999,564.786
0.2005859374999999,0.045595703125,1.058203125,0.0583984375,672.126
0.0505859375,0.198095703125,0.5582031249999999,0.1283984375,700.689
0.05087890625,0.1215478515625,1.1041015625,0.14876953125,651.784
0.20087890625,0.2740478515625,0.6041015624999999,0.0787695312499999,537.211
0.27587890625,0.0452978515625,0.8541015624999999,0.1137695312499999,762.842
0.12587890625,0.1977978515625,0.3541015624999999,0.04376953125,664.825
0.16337890625,0.0834228515625,0.4791015624999999,0.02626953125,648.95
0.31337890625,0.2359228515624999,0.9791015625,0.0962695312499999,819.147
0.23837890625,0.1596728515625,0.2291015624999999,0.0612695312499999,674.633
0.08837890625,0.3121728515624999,0.7291015624999999,0.13126953125,397.559
0.10712890625,0.0643603515625,0.1666015625,0.0875195312499999,647.201
0.25712890625,0.2168603515625,0.6666015624999999,0.0175195312499999,716.791
0.3321289062499999,0.1406103515625,0.4166015624999999,0.1225195312499999,785.096
0.18212890625,0.2931103515625,0.9166015625,0.0525195312499999,433.498
0.14462890625,0.1787353515624999,0.7916015624999999,0.0700195312499999,673.361
0.29462890625,0.3312353515625,0.2916015624999999,0.14001953125,383.041
0.2196289062499999,0.1024853515625,1.0416015625,0.03501953125,691.255
0.06962890625,0.2549853515625,0.5416015624999999,0.1050195312499999,610.552
0.07900390625,0.1120166015625,0.6978515624999999,0.05689453125,645.643
0.22900390625,0.2645166015625,0.1978515625,0.12689453125,587.456
0.3040039062499999,0.1882666015624999,0.9478515625,0.0218945312499999,834.522
0.19150390625,0.1501416015625,0.3228515624999999,0.1093945312499999,666.948
0.34150390625,0.3026416015625,0.8228515624999999,0.0393945312499999,625.198
0.26650390625,0.0738916015624999,0.5728515624999999,0.1443945312499999,717.374
0.11650390625,0.2263916015625,1.0728515625,0.0743945312499999,665.892
0.09775390625,0.1692041015625,0.6353515624999999,0.0306445312499999,655.163
0.32275390625,0.0929541015625,0.3853515624999999,0.06564453125,760.603
0.1727539062499999,0.2454541015624999,0.8853515624999999,0.13564453125,655.308
0.13525390625,0.0548291015624999,1.0103515625,0.1181445312499999,645.179
0.2852539062499999,0.2073291015625,0.5103515624999999,0.04814453125,747.021
0.21025390625,0.1310791015625,0.7603515624999999,0.0831445312499999,680.071
0.06025390625,0.2835791015625,0.2603515624999999,0.01314453125,529.251
0.06494140625,0.0500634765625,0.4009765624999999,0.07220703125,646.816
0.21494140625,0.2025634765625,0.9009765625,0.14220703125,730.682
0.28994140625,0.1263134765625,0.1509765625,0.0372070312499999,678.992
0.13994140625,0.2788134765625,0.6509765624999999,0.1072070312499999,516.27
0.17744140625,0.1644384765625,1.0259765625,0.0897070312499999,677.878
0.3274414062499999,0.3169384765624999,0.5259765624999999,0.01970703125,510.619
0.25244140625,0.0881884765625,0.7759765624999999,0.1247070312499999,719.353
0.10244140625,0.2406884765624999,0.2759765624999999,0.0547070312499999,634.918
0.12119140625,0.1453759765625,0.8384765624999999,0.01095703125,648.512
0.27119140625,0.2978759765625,0.3384765624999999,0.0809570312499999,449.973
0.34619140625,0.0691259765625,1.0884765625,0.0459570312499999,930.784
0.1961914062499999,0.2216259765625,0.5884765624999999,0.1159570312499999,695.437
0.15869140625,0.1072509765624999,0.2134765624999999,0.13345703125,650.571
0.3086914062499999,0.2597509765625,0.7134765624999999,0.0634570312499999,711.921
0.23369140625,0.1835009765624999,0.4634765624999999,0.0984570312499999,705.528
0.07431640625,0.1930322265625,0.3697265624999999,0.1290820312499999,694.567
0.29931640625,0.1167822265625,0.6197265624999999,0.0940820312499999,774.49
0.14931640625,0.2692822265625,1.1197265625,0.0240820312499999,565.133
0.18681640625,0.0786572265624999,0.7447265624999999,0.04158203125,661.027
0.33681640625,0.2311572265624999,0.2447265624999999,0.1115820312499999,738.967
0.26181640625,0.1549072265625,0.9947265625,0.0765820312499999,760.982
0.11181640625,0.3074072265624999,0.4947265624999999,0.14658203125,429.84
0.09306640625,0.0977197265625,0.9322265625,0.1028320312499999,648.293
0.2430664062499999,0.2502197265624999,0.4322265624999999,0.03283203125,640.534
0.31806640625,0.1739697265624999,0.6822265624999999,0.13783203125,833.344
0.13056640625,0.1358447265625,0.5572265624999999,0.05033203125,649.026
0.28056640625,0.2883447265625,1.0572265625,0.1203320312499999,567.104
0.20556640625,0.0595947265625,0.3072265624999999,0.01533203125,655.912
0.05556640625,0.2120947265625,0.8072265624999999,0.0853320312499999,679.518
0.05791015625,0.0905712890625,0.2994140624999999,0.0339257812499999,645.839
0.2079101562499999,0.2430712890624999,0.7994140624999999,0.1039257812499999,661.027
0.28291015625,0.1668212890625,0.5494140624999999,0.06892578125,748.682
0.17041015625,0.1286962890625,0.6744140624999999,0.1214257812499999,659.318
0.3204101562499999,0.2811962890625,0.1744140625,0.05142578125,539.235
0.24541015625,0.0524462890625,0.9244140625,0.0864257812499999,717.362
0.09541015625,0.2049462890625,0.4244140624999999,0.01642578125,654.358
0.11416015625,0.1858837890624999,0.9869140625,0.06017578125,668.399
0.3391601562499999,0.1096337890625,0.7369140624999999,0.02517578125,848.432
0.18916015625,0.2621337890625,0.2369140624999999,0.0951757812499999,584.888
0.15166015625,0.0715087890625,0.6119140624999999,0.1126757812499999,649.769
0.30166015625,0.2240087890625,1.1119140625,0.0426757812499999,837.959
0.22666015625,0.1477587890625,0.3619140624999999,0.14767578125,686.749
0.07666015625,0.3002587890625,0.8619140624999999,0.0776757812499999,392.32
0.08603515625,0.1572900390625,0.5181640624999999,0.0820507812499999,661.614
0.23603515625,0.3097900390624999,1.0181640625,0.01205078125,469.019
0.31103515625,0.0810400390625,0.2681640624999999,0.1170507812499999,721.038
0.16103515625,0.2335400390624999,0.7681640624999999,0.04705078125,653.076
0.19853515625,0.1191650390624999,1.1431640625,0.06455078125,678.263
0.34853515625,0.2716650390625,0.6431640624999999,0.13455078125,693.46
0.27353515625,0.1954150390625,0.8931640624999999,0.0295507812499999,768.281
0.10478515625,0.0619775390624999,0.8306640624999999,0.14330078125,647.939
0.25478515625,0.2144775390625,0.3306640624999999,0.0733007812499999,703.087
0.32978515625,0.1382275390625,1.0806640625,0.1083007812499999,917.8
0.17978515625,0.2907275390625,0.5806640624999999,0.03830078125,439.559
0.14228515625,0.1763525390624999,0.2056640625,0.0208007812499999,655.17
0.21728515625,0.1001025390625,0.4556640624999999,0.05580078125,667.264
0.06728515625,0.2526025390625,0.9556640625,0.12580078125,625.045
0.06259765625,0.1620556640625,0.7212890624999999,0.1017382812499999,668.54
0.28759765625,0.0858056640625,0.9712890625,0.1367382812499999,800.124
0.13759765625,0.2383056640624999,0.4712890624999999,0.0667382812499999,644.162
0.17509765625,0.0476806640624999,0.3462890624999999,0.0492382812499999,651.907
0.32509765625,0.2001806640625,0.8462890624999999,0.1192382812499999,866.234
0.25009765625,0.1239306640625,0.5962890624999999,0.01423828125,701.623
0.10009765625,0.2764306640625,1.0962890625,0.0842382812499999,520.599
0.11884765625,0.1048681640624999,0.5337890624999999,0.12798828125,648.748
0.26884765625,0.2573681640625,1.0337890625,0.0579882812499999,689.319
0.3438476562499999,0.1811181640624999,0.2837890624999999,0.0929882812499999,773.076
0.15634765625,0.1429931640625,0.9087890625,0.0404882812499999,659.801
0.30634765625,0.2954931640625,0.4087890624999999,0.1104882812499999,506.273
0.2313476562499999,0.0667431640625,0.6587890624999999,0.0754882812499999,685.923
0.08134765625,0.2192431640625,0.1587890625,0.14548828125,701.304
0.07197265625,0.0762744140624999,1.0650390625,0.01861328125,647.349
0.22197265625,0.2287744140625,0.5650390624999999,0.0886132812499999,688.593
0.2969726562499999,0.1525244140625,0.8150390624999999,0.05361328125,802.435
0.14697265625,0.3050244140624999,0.3150390624999999,0.1236132812499999,423.564
0.1844726562499999,0.1906494140625,0.4400390624999999,0.14111328125,706.454
0.25947265625,0.1143994140625,0.1900390625,0.1061132812499999,671.58
0.10947265625,0.2668994140625,0.6900390624999999,0.03611328125,556.671
0.09072265625,0.1334619140625,0.2525390624999999,0.0798632812499999,656.615
0.24072265625,0.2859619140625,0.7525390624999999,0.14986328125,533.593
0.3157226562499999,0.0572119140624999,0.5025390624999999,0.04486328125,777.061
0.16572265625,0.2097119140625,1.0025390625,0.1148632812499999,701.311
0.12822265625,0.0953369140625,0.8775390624999999,0.0973632812499999,650.819
0.27822265625,0.2478369140624999,0.3775390624999999,0.0273632812499999,675.305
0.20322265625,0.1715869140624999,1.1275390625,0.13236328125,708.47
0.05439453125,0.0703173828125,0.8970703124999999,0.1219726562499999,649.343
0.20439453125,0.2228173828125,0.3970703124999999,0.05197265625,670.62
0.2793945312499999,0.1465673828124999,1.1470703125,0.0869726562499999,807.339
0.12939453125,0.2990673828125,0.6470703124999999,0.01697265625,419.996
0.1668945312499999,0.1846923828125,0.2720703124999999,0.03447265625,662.289
0.24189453125,0.1084423828125,0.5220703124999999,0.0694726562499999,687.794
0.09189453125,0.2609423828125,1.0220703125,0.13947265625,602.751
0.11064453125,0.1275048828125,0.4595703124999999,0.1132226562499999,652.976
0.26064453125,0.2800048828124999,0.9595703125,0.04322265625,585.092
0.33564453125,0.0512548828125,0.2095703125,0.14822265625,723.172
0.18564453125,0.2037548828124999,0.7095703124999999,0.07822265625,690.737
0.14814453125,0.0893798828125,1.0845703125,0.06072265625,652.214
0.29814453125,0.2418798828125,0.5845703124999999,0.1307226562499999,736.603
0.22314453125,0.1656298828125,0.8345703124999999,0.0257226562499999,691.246
0.07314453125,0.3181298828125,0.3345703124999999,0.0957226562499999,320.942
0.08251953125,0.1751611328125,0.9283203125,0.06509765625,666.076
0.30751953125,0.0989111328125,0.6783203124999999,0.03009765625,795.201
0.15751953125,0.2514111328125,0.1783203125,0.1000976562499999,618.994
0.19501953125,0.0607861328125,0.5533203124999999,0.0825976562499999,660.308
0.3450195312499999,0.2132861328124999,1.0533203125,0.01259765625,932.671
0.27001953125,0.1370361328125,0.3033203124999999,0.1175976562499999,696.23
0.12001953125,0.2895361328125,0.8033203124999999,0.0475976562499999,444.29
0.10126953125,0.1179736328124999,0.3658203124999999,0.02134765625,647.913
0.25126953125,0.2704736328125,0.8658203124999999,0.0913476562499999,593.906
0.3262695312499999,0.1942236328125,0.6158203124999999,0.0563476562499999,822.793
0.13876953125,0.1560986328125,0.7408203124999999,0.1438476562499999,674.236
0.28876953125,0.3085986328125,0.2408203124999999,0.0738476562499999,385.035
0.2137695312499999,0.0798486328125,0.9908203125,0.1088476562499999,680.595
0.06376953125,0.2323486328125,0.4908203124999999,0.0388476562499999,644.832
0.06845703125,0.1418017578124999,0.1939453125,0.04541015625,653.264
0.21845703125,0.2943017578125,0.6939453124999999,0.1154101562499999,473.61
0.29345703125,0.0655517578125,0.4439453124999999,0.01041015625,735.798
0.14345703125,0.2180517578124999,0.9439453125,0.0804101562499999,678.918
0.18095703125,0.1036767578124999,0.8189453124999999,0.0979101562499999,658.641
0.33095703125,0.2561767578125,0.3189453124999999,0.02791015625,700.543
0.25595703125,0.1799267578125,1.0689453125,0.13291015625,775.838
0.12470703125,0.0464892578125,1.1314453125,0.03666015625,646.903
0.27470703125,0.1989892578125,0.6314453124999999,0.1066601562499999,764.805
0.3497070312499999,0.1227392578125,0.8814453124999999,0.07166015625,910.581
0.19970703125,0.2752392578124999,0.3814453124999999,0.14166015625,552.124
0.16220703125,0.1608642578125,0.5064453124999999,0.1241601562499999,675.93
0.31220703125,0.3133642578125,1.0064453125,0.05416015625,517.441
0.2372070312499999,0.0846142578125,0.2564453124999999,0.0891601562499999,665.713
0.08720703125,0.2371142578125,0.7564453124999999,0.0191601562499999,638.121
0.07783203125,0.0941455078125,0.6001953124999999,0.1372851562499999,648.357
0.22783203125,0.2466455078125,1.1001953125,0.0672851562499999,668.469
0.3028320312499999,0.1703955078125,0.3501953124999999,0.1022851562499999,748.502
0.1903320312499999,0.1322705078125,0.9751953125,0.01478515625,667.222
0.34033203125,0.2847705078125,0.4751953124999999,0.08478515625,605.342
0.26533203125,0.0560205078124999,0.7251953124999999,0.04978515625,731.15
0.11533203125,0.2085205078124999,0.2251953124999999,0.1197851562499999,697.696
0.09658203125,0.1894580078125,0.6626953124999999,0.0935351562499999,683.294
0.3215820312499999,0.1132080078125,0.9126953125,0.1285351562499999,857.103
0.17158203125,0.2657080078125,0.4126953124999999,0.05853515625,561.984
0.13408203125,0.0750830078124999,0.2876953124999999,0.0760351562499999,650.395
0.28408203125,0.2275830078125,0.7876953124999999,0.14603515625,775.923
0.20908203125,0.1513330078124999,0.5376953124999999,0.0410351562499999,671.28
0.05908203125,0.3038330078125,1.0376953125,0.1110351562499999,415.095
0.05673828125,0.1823095703125,0.5767578124999999,0.02462890625,654.858
0.28173828125,0.1060595703124999,0.3267578124999999,0.0596289062499999,703.946
0.13173828125,0.2585595703125,0.8267578124999999,0.1296289062499999,608.442
0.16923828125,0.0679345703125,0.9517578125,0.14712890625,655.998
0.31923828125,0.2204345703125,0.4517578124999999,0.0771289062499999,774.85
0.24423828125,0.1441845703124999,0.7017578124999999,0.1121289062499999,712.015
0.09423828125,0.2966845703125,0.2017578125,0.04212890625,382.395
0.11298828125,0.0869970703125,0.7642578124999999,0.06837890625,647.745
0.26298828125,0.2394970703125,0.2642578124999999,0.13837890625,686.099
0.3379882812499999,0.1632470703125,1.0142578125,0.03337890625,912.256
0.18798828125,0.3157470703125,0.5142578124999999,0.1033789062499999,359.713
0.15048828125,0.1251220703125,0.3892578124999999,0.0858789062499999,651.061
0.30048828125,0.2776220703124999,0.8892578124999999,0.0158789062499999,716.204
0.2254882812499999,0.0488720703125,0.6392578124999999,0.1208789062499999,679.441
0.07548828125,0.2013720703124999,1.1392578125,0.0508789062499999,666.246
0.08486328125,0.0584033203125,0.2330078124999999,0.1077539062499999,647.998
0.23486328125,0.2109033203124999,0.7330078124999999,0.03775390625,703.995
0.3098632812499999,0.1346533203125,0.4830078124999999,0.14275390625,771.951
0.15986328125,0.2871533203125,0.9830078125,0.0727539062499999,456.291
0.19736328125,0.1727783203125,0.8580078124999999,0.05525390625,680.265
0.27236328125,0.0965283203125,1.1080078125,0.02025390625,781.838
0.12236328125,0.2490283203125,0.6080078124999999,0.0902539062499999,622.773
0.10361328125,0.1537158203125,1.0455078125,0.1165039062499999,666.426
0.25361328125,0.3062158203125,0.5455078124999999,0.04650390625,393.446
0.32861328125,0.0774658203124999,0.7955078124999999,0.08150390625,847.342
0.1786132812499999,0.2299658203125,0.2955078124999999,0.01150390625,647.395
0.14111328125,0.1155908203125,0.4205078124999999,0.0290039062499999,649.081
0.2911132812499999,0.2680908203125,0.9205078125,0.0990039062499999,662.941
0.21611328125,0.1918408203125,0.1705078125,0.0640039062499999,676.805
0.06142578125,0.1108251953125,0.9986328125,0.0924414062499999,648.522
0.21142578125,0.2633251953125,0.4986328124999999,0.0224414062499999,600.088
0.28642578125,0.1870751953125,0.7486328124999999,0.12744140625,798.218
0.17392578125,0.1489501953124999,0.6236328124999999,0.07494140625,665.795
0.32392578125,0.3014501953125,1.1236328125,0.14494140625,595.949
0.2489257812499999,0.0727001953125,0.3736328124999999,0.03994140625,681.671
0.09892578125,0.2252001953125,0.8736328124999999,0.1099414062499999,681.25
0.11767578125,0.1680126953125,0.3111328124999999,0.13619140625,680.361
0.26767578125,0.3205126953125,0.8111328124999999,0.0661914062499999,362.298
0.34267578125,0.0917626953125,0.5611328124999999,0.1011914062499999,820.154
0.19267578125,0.2442626953125,1.0611328125,0.0311914062499999,644.984
0.15517578125,0.0536376953125,0.6861328124999999,0.01369140625,650.43
0.30517578125,0.2061376953124999,0.1861328125,0.0836914062499999,721.202
0.23017578125,0.1298876953125,0.9361328125,0.04869140625,701.825
0.08017578125,0.2823876953125,0.4361328124999999,0.1186914062499999,506.098
0.07080078125,0.1394189453125,0.7798828124999999,0.0443164062499999,651.775
0.22080078125,0.2919189453125,0.2798828124999999,0.1143164062499999,469.008
0.29580078125,0.0631689453125,1.0298828125,0.0793164062499999,823.968
0.14580078125,0.2156689453124999,0.5298828124999999,0.14931640625,705.357
0.18330078125,0.1012939453125,0.1548828125,0.13181640625,650.807
0.3333007812499999,0.2537939453125,0.6548828124999999,0.06181640625,758.584
0.25830078125,0.1775439453125,0.4048828124999999,0.0968164062499999,716.23
0.08955078125,0.0822314453125,0.4673828124999999,0.0530664062499999,646.287
0.23955078125,0.2347314453125,0.9673828125,0.1230664062499999,714.539
0.3145507812499999,0.1584814453125,0.2173828124999999,0.01806640625,714.754
0.16455078125,0.3109814453125,0.7173828124999999,0.0880664062499999,349.146
0.12705078125,0.1966064453125,1.0923828125,0.1055664062499999,692.52
0.2020507812499999,0.1203564453124999,0.8423828124999999,0.14056640625,676.454
0.05205078125,0.2728564453125,0.3423828124999999,0.0705664062499999,527.229
0.05146484375,0.1209521484374999,0.5005859374999999,0.1096679687499999,649.169
0.20146484375,0.2734521484375,1.0005859375,0.03966796875,552.987
0.2764648437499999,0.1972021484375,0.2505859374999999,0.14466796875,735.821
0.1639648437499999,0.1590771484374999,1.1255859375,0.05716796875,668.825
0.31396484375,0.3115771484374999,0.6255859374999999,0.12716796875,479.745
0.23896484375,0.0828271484375,0.8755859374999999,0.02216796875,707.609
0.08896484375,0.2353271484374999,0.3755859374999999,0.0921679687499999,657.947
0.10771484375,0.1781396484375,0.8130859374999999,0.1184179687499999,684.655
0.33271484375,0.1018896484375,1.0630859375,0.0834179687499999,915.105
0.18271484375,0.2543896484375,0.5630859374999999,0.01341796875,622.433
0.14521484375,0.0637646484375,0.1880859375,0.0309179687499999,647.632
0.29521484375,0.2162646484374999,0.6880859374999999,0.1009179687499999,789.104
0.22021484375,0.1400146484375,0.4380859374999999,0.0659179687499999,673.44
0.07021484375,0.2925146484374999,0.9380859375,0.13591796875,478.9
0.07958984375,0.1304833984375,0.2818359374999999,0.02654296875,651.557
0.22958984375,0.2829833984375,0.7818359374999999,0.0965429687499999,519.876
0.30458984375,0.0542333984375,0.5318359374999999,0.0615429687499999,765.5
0.15458984375,0.2067333984375,1.0318359375,0.13154296875,705.568
0.19208984375,0.0923583984374999,0.6568359374999999,0.14904296875,660.472
0.3420898437499999,0.2448583984375,0.1568359375,0.0790429687499999,682.827
0.26708984375,0.1686083984375,0.9068359375,0.1140429687499999,771.776
0.09833984375,0.0732958984374999,0.9693359375,0.0702929687499999,644.16
0.24833984375,0.2257958984374999,0.4693359374999999,0.14029296875,720.233
0.3233398437499999,0.1495458984375,0.7193359374999999,0.03529296875,829.455
0.17333984375,0.3020458984374999,0.2193359374999999,0.1052929687499999,416.368
0.13583984375,0.1876708984375,0.5943359374999999,0.0877929687499999,680.309
0.28583984375,0.3401708984375,1.0943359375,0.01779296875,355.469
0.2108398437499999,0.1114208984375,0.3443359374999999,0.1227929687499999,663.818
0.06083984375,0.2639208984375,0.8443359374999999,0.0527929687499999,565.104
0.06552734375,0.1924365234375,1.0787109375,0.04185546875,662.335
0.29052734375,0.1161865234375,0.8287109374999999,0.0768554687499999,788.384
0.14052734375,0.2686865234375,0.3287109374999999,0.14685546875,574.394
0.17802734375,0.0780615234375,0.4537109374999999,0.1293554687499999,654.704
0.32802734375,0.2305615234374999,0.9537109375,0.0593554687499999,851.154
0.25302734375,0.1543115234375,0.2037109375,0.0943554687499999,679.832
0.12177734375,0.0971240234375,0.2662109374999999,0.05060546875,645.072
0.27177734375,0.2496240234375,0.7662109374999999,0.1206054687499999,696.883
0.3467773437499999,0.1733740234374999,0.5162109374999999,0.01560546875,817.31
0.15927734375,0.1352490234375,0.8912109374999999,0.1031054687499999,659.69
0.30927734375,0.2877490234375,0.3912109374999999,0.03310546875,564.92
0.2342773437499999,0.0589990234375,1.1412109375,0.13810546875,713.658
0.08427734375,0.2114990234375,0.6412109374999999,0.06810546875,674.826
0.07490234375,0.0494677734375,0.7349609374999999,0.0899804687499999,642.431
0.22490234375,0.2019677734375,0.2349609374999999,0.01998046875,666.968
0.2999023437499999,0.1257177734375,0.9849609375,0.1249804687499999,829.559
0.14990234375,0.2782177734375,0.4849609374999999,0.05498046875,502.404
0.1874023437499999,0.1638427734374999,0.3599609374999999,0.07248046875,668.723
0.33740234375,0.3163427734375,0.8599609374999999,0.14248046875,516.011
0.26240234375,0.0875927734375,0.6099609374999999,0.0374804687499999,714.936
0.11240234375,0.2400927734375,1.1099609375,0.1074804687499999,653.599
0.09365234375,0.1447802734375,0.5474609374999999,0.13373046875,663.123
0.24365234375,0.2972802734374999,1.0474609375,0.0637304687499999,467.564
0.3186523437499999,0.0685302734375,0.2974609374999999,0.0987304687499999,734.436
0.16865234375,0.2210302734374999,0.7974609374999999,0.02873046875,662.795
0.13115234375,0.1066552734375,0.9224609375,0.01123046875,650.445
0.28115234375,0.2591552734375,0.4224609374999999,0.0812304687499999,638.503
0.20615234375,0.1829052734375,0.6724609374999999,0.0462304687499999,680.28
0.05849609375,0.1519287109375,0.6958984374999999,0.0626367187499999,654.362
0.20849609375,0.3044287109374999,0.1958984375,0.13263671875,434.544
0.28349609375,0.0756787109375,0.9458984375,0.0276367187499999,787.884
0.13349609375,0.2281787109374999,0.4458984374999999,0.0976367187499999,671.558
0.17099609375,0.1138037109375,0.3208984374999999,0.0801367187499999,650.353
0.32099609375,0.2663037109375,0.8208984374999999,0.01013671875,792.38
0.2459960937499999,0.1900537109375,0.5708984374999999,0.1151367187499999,730.26
0.11474609375,0.0566162109374999,0.6333984374999999,0.01888671875,649.062
0.26474609375,0.2091162109375,1.1333984375,0.0888867187499999,784.064
0.33974609375,0.1328662109375,0.3833984374999999,0.05388671875,781.106
0.18974609375,0.2853662109375,0.8833984374999999,0.1238867187499999,507.471
0.15224609375,0.1709912109374999,1.0083984375,0.14138671875,687.345
